"name","picurl","url"
"Karamellkreem vanilliga","http://pilt.toidutare.ee/pilt/03.2012/4591/311x311.jpg?t=1416907451","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11CA7/#Karamellkreem vanilliga"
"Kookosekreem puuviljadega","http://pilt.toidutare.ee/pilt/03.2012/4596/311x311.jpg?t=1416907454","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11C4F/#Kookosekreem puuviljadega"
"Leegitsevad õunad","http://pilt.toidutare.ee/pilt/03.2012/4605/311x311.jpg?t=1416907464","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/11AE2/#Leegitsevad õunad"
"Kamaküpsised valge šokolaadi ja kaerahelvestega","http://pilt.toidutare.ee/pilt/02.2012/4646/311x311.jpg?t=1418154864","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/11B74/#Kamaküpsised valge šokolaadi ja kaerahelvestega"
"Kamakreem kirsikisselliga","http://pilt.toidutare.ee/pilt/02.2012/4649/311x311.jpg?t=1418154864","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11B61/#Kamakreem kirsikisselliga"
"Piimakissell","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/E29D/#Piimakissell"
"Kamajäätis","http://pilt.toidutare.ee/pilt/02.2012/4669/311x311.jpg?t=1418154867","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/11B5D/#Kamajäätis"
"Marianne trühvlid","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/F9C1/#Marianne trühvlid"
"Puuviljasalat piparmündiga","http://pilt.toidutare.ee/pilt/02.2012/4735/311x311.jpg?t=1418154876","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/11B20/#Puuviljasalat piparmündiga"
"Maasika-clafoutis","http://pilt.toidutare.ee/pilt/01.2012/4761/311x311.jpg?t=1416900539","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/11463/#Maasika-clafoutis"
"Kräsupea pokaalis","http://pilt.toidutare.ee/pilt/01.2012/4767/311x311.jpg?t=1416900543","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11AD1/#Kräsupea pokaalis"
"Kohupiimavaht aprikoosikompoti ja küpsistega","http://pilt.toidutare.ee/pilt/01.2012/4789/311x311.jpg?t=1416900559","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11AC2/#Kohupiimavaht aprikoosikompoti ja küpsistega"
"Vanaema lumepallisupp","http://pilt.toidutare.ee/pilt/01.2012/4807/311x311.jpg?t=1416900571","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/10A97/#Vanaema lumepallisupp"
"Ananassid kohupiima-muretainas","http://pilt.toidutare.ee/pilt/01.2012/4811/311x311.jpg?t=1416900574","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/11AA7/#Ananassid kohupiima-muretainas"
"Kahte värvi mannapuder","http://pilt.toidutare.ee/pilt/01.2012/4817/311x311.jpg?t=1416900579","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11A9D/#Kahte värvi mannapuder"
"Ahjuõun vanillikreemiga","http://pilt.toidutare.ee/pilt/01.2012/4818/311x311.jpg?t=1416900579","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/11A4F/#Ahjuõun vanillikreemiga"
"Safranibrülee piparkoogikaramelliga","http://pilt.toidutare.ee/pilt/12.2011/4850/311x311.jpg?t=1416989144","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1180C/#Safranibrülee piparkoogikaramelliga"
"Kodused kohukesed","http://pilt.toidutare.ee/pilt/12.2011/4883/311x311.jpg?t=1416989166","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/11973/#Kodused kohukesed"
"Kodujuustu-semifreddo halvaaga","http://pilt.toidutare.ee/pilt/12.2011/4887/311x311.jpg?t=1416989169","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1195F/#Kodujuustu-semifreddo halvaaga"
"Palsamiäädikaga trühvlid","http://pilt.toidutare.ee/pilt/11.2011/4933/311x311.jpg?t=1416983894","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/11813/#Palsamiäädikaga trühvlid"
"Maapähklivõist iirised","http://pilt.toidutare.ee/pilt/11.2011/4934/311x311.jpg?t=1416983894","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/11814/#Maapähklivõist iirised"
"Jäätis šokolaadi- ja maapähklivõikastmega","http://pilt.toidutare.ee/pilt/11.2011/4956/311x311.jpg?t=1416983904","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/10BCC/#Jäätis šokolaadi- ja maapähklivõikastmega"
"Apelsinitiramisu","http://pilt.toidutare.ee/pilt/11.2011/4978/311x311.jpg?t=1416983916","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11892/#Apelsinitiramisu"
"Mandlipralineed ehk pähklid karamellis","http://pilt.toidutare.ee/pilt/11.2011/4987/311x311.jpg?t=1416983920","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/11897/#Mandlipralineed ehk pähklid karamellis"
"Apelsinimarmelaad","http://pilt.toidutare.ee/pilt/11.2011/5033/311x311.jpg?t=1416983941","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/11815/#Apelsinimarmelaad"
"Kamakreem marjadega","http://pilt.toidutare.ee/pilt/11.2011/5037/311x311.jpg?t=1416983943","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/117E1/#Kamakreem marjadega"
"Mesine pähkli- ja jogurtimagustoit","http://pilt.toidutare.ee/pilt/10.2011/5075/311x311.jpg?t=1416940847","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/117C6/#Mesine pähkli- ja jogurtimagustoit"
"Leivakreem mustade ploomidega","http://pilt.toidutare.ee/pilt/10.2011/5100/311x311.jpg?t=1416940856","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/117A9/#Leivakreem mustade ploomidega"
"Jõhvikakreem õunasiidriga","http://pilt.toidutare.ee/pilt/10.2011/5111/311x311.jpg?t=1416940860","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/117B6/#Jõhvikakreem õunasiidriga"
"Kohupiima-kamatiramisu astelpajumarjadega","http://pilt.toidutare.ee/pilt/10.2011/5126/311x311.jpg?t=1416940868","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1179D/#Kohupiima-kamatiramisu astelpajumarjadega"
"Kõrvitsa-viskipuding","http://pilt.toidutare.ee/pilt/09.2011/5134/311x311.jpg?t=1416936141","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/116E7/#Kõrvitsa-viskipuding"
"Kakaotarretis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/E944/#Kakaotarretis"
"Lõhnavad ahjuõunad","http://pilt.toidutare.ee/pilt/09.2011/5163/311x311.jpg?t=1416936153","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/116A0/#Lõhnavad ahjuõunad"
"Leivasupp õunaga","http://pilt.toidutare.ee/pilt/09.2011/5165/311x311.jpg?t=1416936154","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/1169C/#Leivasupp õunaga"
"Antoonovkad öökuues","http://pilt.toidutare.ee/pilt/09.2011/5174/311x311.jpg?t=1416936158","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1165C/#Antoonovkad öökuues"
"Šokolaadi-kaerahelbepallid","http://pilt.toidutare.ee/pilt/09.2011/5182/311x311.jpg?t=1416936161","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/11053/#Šokolaadi-kaerahelbepallid"
"Ploomivaht","http://pilt.toidutare.ee/pilt/08.2011/5212/311x311.jpg?t=1416932235","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/115D4/#Ploomivaht"
"Trifle suvemarjade ja kamaga","http://pilt.toidutare.ee/pilt/08.2011/5270/311x311.jpg?t=1416932256","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1154B/#Trifle suvemarjade ja kamaga"
"Taani talutüdruk","http://pilt.toidutare.ee/pilt/08.2011/5272/311x311.jpg?t=1416932256","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FB0C/#Taani talutüdruk"
"Suvemarjadega riisibrülee","http://pilt.toidutare.ee/pilt/08.2011/5284/311x311.jpg?t=1416932275","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11513/#Suvemarjadega riisibrülee"
"Risoto vahuveini ja marjadega","http://pilt.toidutare.ee/pilt/08.2011/5288/311x311.jpg?t=1416932276","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11511/#Risoto vahuveini ja marjadega"
"Šokolaadirisoto maasikatega","http://pilt.toidutare.ee/pilt/08.2011/5289/311x311.jpg?t=1416932276","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11512/#Šokolaadirisoto maasikatega"
"Suvine marjakissell","http://pilt.toidutare.ee/pilt/07.2011/5305/311x311.jpg?t=1416929442","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/114E6/#Suvine marjakissell"
"Ricotta-jäätis maasikate ja rabarberiga","http://pilt.toidutare.ee/pilt/07.2011/5322/311x311.jpg?t=1416929450","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/114DD/#Ricotta-jäätis maasikate ja rabarberiga"
"Halvaa-marjajäätis","http://pilt.toidutare.ee/pilt/07.2011/5327/311x311.jpg?t=1416929452","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/114E8/#Halvaa-marjajäätis"
"Koorene mustikajäätis","http://pilt.toidutare.ee/pilt/07.2011/5330/311x311.jpg?t=1416929453","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/114EF/#Koorene mustikajäätis"
"Mannavaht punastest sõstardest","http://pilt.toidutare.ee/pilt/07.2011/5332/311x311.jpg?t=1416929454","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/114F5/#Mannavaht punastest sõstardest"
"Kohev marja-tiramisu","http://pilt.toidutare.ee/pilt/07.2011/5333/311x311.jpg?t=1416929454","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/114F6/#Kohev marja-tiramisu"
"Kodujuustu-vaarikamaius","http://pilt.toidutare.ee/pilt/06.2011/5340/311x311.jpg?t=1416925097","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11505/#Kodujuustu-vaarikamaius"
"Metsmaasika ja valge šokolaadi jäätis","http://pilt.toidutare.ee/pilt/06.2011/5341/311x311.jpg?t=1416925097","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/11506/#Metsmaasika ja valge šokolaadi jäätis"
"Jääst kauss","http://pilt.toidutare.ee/pilt/06.2011/5349/311x311.jpg?t=1416925101","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/11482/#Jääst kauss"
"Kodused kummikommid","http://pilt.toidutare.ee/pilt/06.2011/5357/311x311.jpg?t=1416925105","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/114D3/#Kodused kummikommid"
"Vahukommid","http://pilt.toidutare.ee/pilt/06.2011/5358/311x311.jpg?t=1416925106","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/114D4/#Vahukommid"
"Pastilaa ja sefiirikreem tortidele","http://pilt.toidutare.ee/pilt/06.2011/5359/311x311.jpg?t=1416925106","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/114D5/#Pastilaa ja sefiirikreem tortidele"
"Maasika-veinitarretis halvaavahuga","http://pilt.toidutare.ee/pilt/06.2011/5360/311x311.jpg?t=1416925106","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/114D2/#Maasika-veinitarretis halvaavahuga"
"Brüleekreem ehk crème brûlée","http://pilt.toidutare.ee/pilt/06.2011/5368/311x311.jpg?t=1416925110","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/16084/#Brüleekreem ehk crème brûlée"
"Maasika-šokolaadijäätis","http://pilt.toidutare.ee/pilt/06.2011/5388/311x311.jpg?t=1416925119","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/114A7/#Maasika-šokolaadijäätis"
"Jäätisesändvitšid","http://pilt.toidutare.ee/pilt/06.2011/5389/311x311.jpg?t=1416925120","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/114A8/#Jäätisesändvitšid"
"Rummi-rosinaparfee mündiga","http://pilt.toidutare.ee/pilt/06.2011/5400/311x311.jpg?t=1416925125","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/114B3/#Rummi-rosinaparfee mündiga"
"Piparmündijäätis maasika-mündisalsaga","http://pilt.toidutare.ee/pilt/06.2011/5414/311x311.jpg?t=1416925131","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/11466/#Piparmündijäätis maasika-mündisalsaga"
"Maasikasupp kahele","http://pilt.toidutare.ee/pilt/06.2011/5418/311x311.jpg?t=1416925132","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/1144E/#Maasikasupp kahele"
"Mündised maasikad veinikastmes","http://pilt.toidutare.ee/pilt/06.2011/5422/311x311.jpg?t=1416925134","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/114A6/#Mündised maasikad veinikastmes"
"Rabarberimagus","http://pilt.toidutare.ee/pilt/06.2011/5441/311x311.jpg?t=1416925142","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1144B/#Rabarberimagus"
"Šokolaadi-ricotta magustoit","http://pilt.toidutare.ee/pilt/05.2011/5450/311x311.jpg?t=1416916602","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11440/#Šokolaadi-ricotta magustoit"
"Rabarberi-kookose brüleekreem","http://pilt.toidutare.ee/pilt/05.2011/5458/311x311.jpg?t=1416916606","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1142F/#Rabarberi-kookose brüleekreem"
"Rabarberiga kooretarretis","http://pilt.toidutare.ee/pilt/05.2011/5486/311x311.jpg?t=1416916619","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/113CD/#Rabarberiga kooretarretis"
"Rabarberi-toorjuustuvaht","http://pilt.toidutare.ee/pilt/05.2011/5489/311x311.jpg?t=1416916620","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/11387/#Rabarberi-toorjuustuvaht"
"Riivleiva-kompotimagustoit","http://pilt.toidutare.ee/pilt/05.2011/5533/311x311.jpg?t=1416916641","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/112FC/#Riivleiva-kompotimagustoit"
"Šokolaadine kohupiimamagustoit","http://pilt.toidutare.ee/pilt/04.2011/5550/311x311.jpg?t=1416910917","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/112ED/#Šokolaadine kohupiimamagustoit"
"Puuviljapasha safraniga","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/ECA6/#Puuviljapasha safraniga"
"Kiire pokaalipasha","http://pilt.toidutare.ee/pilt/04.2011/5556/311x311.jpg?t=1416910920","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/112C2/#Kiire pokaalipasha"
"Õunamagustoit munaga","http://pilt.toidutare.ee/pilt/04.2011/5559/311x311.jpg?t=1416910922","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/112BB/#Õunamagustoit munaga"
"Marja-sabayon","http://pilt.toidutare.ee/pilt/04.2011/5560/311x311.jpg?t=1416910922","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/112BD/#Marja-sabayon"
"Lumepallisupp kaneelipuruga","http://pilt.toidutare.ee/pilt/04.2011/5561/311x311.jpg?t=1416910923","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/112CB/#Lumepallisupp kaneelipuruga"
"Tüümianijäätis","http://pilt.toidutare.ee/pilt/04.2011/5563/311x311.jpg?t=1416910924","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/112B7/#Tüümianijäätis"
"Besee-küpsisehõrgutis kirsikompotiga","http://pilt.toidutare.ee/pilt/04.2011/5569/311x311.jpg?t=1416910927","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/16B13/#Besee-küpsisehõrgutis kirsikompotiga"
"Puuviljane saiapuding","http://pilt.toidutare.ee/pilt/03.2011/5638/311x311.jpg?t=1416907042","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/111F2/#Puuviljane saiapuding"
"Apelsinipasha","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/F4CE/#Apelsinipasha"
"Banaanikreem","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/F4D0/#Banaanikreem"
"Keedetud pasha","http://pilt.toidutare.ee/pilt/03.2011/5652/311x311.jpg?t=1416907046","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/F4D4/#Keedetud pasha"
"Kissell kuivatatud puuviljadest","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/F4D6/#Kissell kuivatatud puuviljadest"
"Karamellkissell","http://pilt.toidutare.ee/pilt/03.2011/5655/311x311.jpg?t=1416907048","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/E313/#Karamellkissell"
"Šokolaaditrühvlid apelsiniga","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/159CB/#Šokolaaditrühvlid apelsiniga"
"Mustikasupp","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/15B9C/#Mustikasupp"
"Kataloonia kreem","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/F895/#Kataloonia kreem"
"Kerge sidrunikreem","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/F95D/#Kerge sidrunikreem"
"Riisivaht vaarikaželeega","http://pilt.toidutare.ee/pilt/03.2011/5729/311x311.jpg?t=1416907072","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FA3E/#Riisivaht vaarikaželeega"
"Magus mustasõstrasupp kohupiimaklimpidega","http://pilt.toidutare.ee/pilt/03.2011/5748/311x311.jpg?t=1416907078","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/FEE6/#Magus mustasõstrasupp kohupiimaklimpidega"
"Maasikaunelm","http://pilt.toidutare.ee/pilt/03.2011/5749/311x311.jpg?t=1416907078","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/101CD/#Maasikaunelm"
"Sidruni-mandlipasha","http://pilt.toidutare.ee/pilt/03.2011/5759/311x311.jpg?t=1416907081","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FD16/#Sidruni-mandlipasha"
"Lihtne leivasupp õuntega","http://pilt.toidutare.ee/pilt/02.2011/5768/311x311.jpg?t=1418154730","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/1115F/#Lihtne leivasupp õuntega"
"Šokolaadifondüü puuviljadega","http://pilt.toidutare.ee/pilt/02.2011/5777/311x311.jpg?t=1418154732","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/11167/#Šokolaadifondüü puuviljadega"
"Jogurtikreem maasikate ja õhetava basiilikuga","http://pilt.toidutare.ee/pilt/02.2011/5811/311x311.jpg?t=1418154735","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/10D46/#Jogurtikreem maasikate ja õhetava basiilikuga"
"Riisikreem safrani ja kardemoniga","http://pilt.toidutare.ee/pilt/02.2011/5828/311x311.jpg?t=1418154737","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/110FD/#Riisikreem safrani ja kardemoniga"
"Kohupiima-jõhvika magustoit röstitud leivapuruga","http://pilt.toidutare.ee/pilt/01.2011/5871/311x311.jpg?t=1416900120","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/106A4/#Kohupiima-jõhvika magustoit röstitud leivapuruga"
"Pihlaka-õunakissell","http://pilt.toidutare.ee/pilt/10.2010/5988/311x311.jpg?t=1416940288","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FFEF/#Pihlaka-õunakissell"
"Muna-õuna magusroog","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/ECB6/#Muna-õuna magusroog"
"Viinamarjakompott toorjuustukreemiga","http://pilt.toidutare.ee/pilt/09.2010/6000/311x311.jpg?t=1416935700","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/FEAC/#Viinamarjakompott toorjuustukreemiga"
"Friteeritud õunad õlletainas","http://pilt.toidutare.ee/pilt/09.2010/6012/311x311.jpg?t=1416935705","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FF5B/#Friteeritud õunad õlletainas"
"Õunavaht küpsistega","http://pilt.toidutare.ee/pilt/09.2010/6013/311x311.jpg?t=1416935706","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FF5C/#Õunavaht küpsistega"
"Viinamarja-granita","http://pilt.toidutare.ee/pilt/09.2010/6016/311x311.jpg?t=1416935708","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/FEAD/#Viinamarja-granita"
"Õunakissell ingveri ja rosmariiniga","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/E30D/#Õunakissell ingveri ja rosmariiniga"
"Muraka-kohvijäätis","http://pilt.toidutare.ee/pilt/08.2010/6079/311x311.jpg?t=1416931997","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1022D/#Muraka-kohvijäätis"
"Külm mustika-jogurtisupp","http://pilt.toidutare.ee/pilt/08.2010/6080/311x311.jpg?t=1416931997","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/10220/#Külm mustika-jogurtisupp"
"Kamavaht mustasõstra-vaarikatoormoosiga","http://pilt.toidutare.ee/pilt/08.2010/6081/311x311.jpg?t=1416931998","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/10226/#Kamavaht mustasõstra-vaarikatoormoosiga"
"Marjad vanillivahus","http://pilt.toidutare.ee/pilt/07.2010/6110/311x311.jpg?t=1416929177","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FEA8/#Marjad vanillivahus"
"Lihtne maasikajäätis","http://pilt.toidutare.ee/pilt/07.2010/6112/311x311.jpg?t=1416929178","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/11029/#Lihtne maasikajäätis"
"Tervislik jõhvikasorbett","http://pilt.toidutare.ee/pilt/07.2010/6113/311x311.jpg?t=1416929178","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1102C/#Tervislik jõhvikasorbett"
"Krõmpsuv mascarpone-parfee","http://pilt.toidutare.ee/pilt/07.2010/6114/311x311.jpg?t=1416929178","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1102E/#Krõmpsuv mascarpone-parfee"
"Brüleekreem kevadise rabarberiga","http://pilt.toidutare.ee/pilt/05.2010/6165/311x311.jpg?t=1416915852","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FF1E/#Brüleekreem kevadise rabarberiga"
"Grillitud puuviljapambud basiilikujäätisega","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/105DA/#Grillitud puuviljapambud basiilikujäätisega"
"Rohelise tee tiramisu","http://pilt.toidutare.ee/pilt/05.2010/6172/311x311.jpg?t=1416915854","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/105C7/#Rohelise tee tiramisu"
"Odrajahuvaht rabarberiga","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/E8DA/#Odrajahuvaht rabarberiga"
"Jogurti-kookose panna cotta","http://pilt.toidutare.ee/pilt/04.2010/6220/311x311.jpg?t=1416910464","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/10460/#Jogurti-kookose panna cotta"
"Kodune ahjuõunajogurt","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/10462/#Kodune ahjuõunajogurt"
"Ingveri-apelsinipasha","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/10420/#Ingveri-apelsinipasha"
"Kodujuustu-jäätisemaius","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/EC4D/#Kodujuustu-jäätisemaius"
"Hapukoorepuding","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/E969/#Hapukoorepuding"
"Aniisimaitseline tsitrusesalat","http://pilt.toidutare.ee/pilt/02.2010/6305/311x311.jpg?t=1418154550","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/10060/#Aniisimaitseline tsitrusesalat"
"Siidriželee jogurtiga","http://pilt.toidutare.ee/pilt/02.2010/6306/311x311.jpg?t=1418154550","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/10061/#Siidriželee jogurtiga"
"Karamellitud banaanid Creme Limone´ga","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1005C/#Karamellitud banaanid Creme Limone´ga"
"Melon kookospiimas","http://pilt.toidutare.ee/pilt/02.2010/6307/311x311.jpg?t=1418154550","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1005F/#Melon kookospiimas"
"Mojitosorbett","http://pilt.toidutare.ee/pilt/02.2010/6308/311x311.jpg?t=1418154550","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1005A/#Mojitosorbett"
